Name, Birthyear, Birthplace, Deathyear, Deathcause, Award, Height, Religion
Jacques Guerlain, 1874, NA, 1963, NA, 16, NA, NA
Jacques Guillermaz, 1911, NA, 1998, NA, 18, NA, NA
Jacques Gérard, 1890, NA, 1918, NA, 2, NA, NA
Jacques Hétu, 1938, NA, 2010, NA, 2, NA, NA
Jacques Lob, 1932, France, 1990, NA, 34, NA, NA
Jacques Louis François Delaistre de Tilly, 1749, NA, 1822, NA, 35, NA, NA
Jacques Louis Randon, 1795, France, 1871, NA, 2, NA, NA
Jacques Michael Swaab, 1894, NA, 1963, NA, 43, NA, NA
Jacques Minkus, 1901, NA, 1996, NA, 2, NA, NA
Jacques Ortoli, 1895, NA, 1947, NA, 6, NA, NA
Jacques Pâris de Bollardière, 1907, France, 1986, NA, 3, NA, NA
Jacques Rivette, 1928, NA, 2016, Alzheimer's disease, 3, NA, NA
Jacques Roques, 1897, NA, 1988, NA, 3, NA, NA
Jacques Thomas Sarrut, 1765, NA, 1813, NA, 16, NA, NA
Jadu Nath Singh, 1916, NA, 1948, NA, 16, NA, NA
Jagadish Mohanty, 1951, NA, 2013, NA, 28, NA, NA
Jagdish Chandra Kapur, 1920, NA, 2010, NA, 13, NA, NA
Jagdish Chaturvedi (writer), 1929, NA, 2015, NA, 10, NA, NA
Jagjit Singh Aurora, 1916, NA, 2005, NA, 2, NA, NA
Jaidev, 1919, Kenya, 1987, NA, 4, NA, NA
Jaime Sabater Sr., 1904, NA, 1955, NA, 3, NA, NA
Jaiveer Agarwal, 1930, NA, 2009, NA, 13, NA, NA
Jake Allex, 1887, NA, 1959, NA, 14, NA, NA
Jake Hancock, 1928, United Kingdom, 2004, NA, 11, NA, NA
Jake McNiece, 1919, NA, 2013, NA, 3, NA, NA
Jakob Jackie Gerlich, 1917, NA, 1960, NA, 22, NA, NA
Jakob Ackeret, 1898, Switzerland, 1981, NA, 2, NA, NA
Jakob Fuchs, 1920, NA, 2005, NA, 32, NA, NA
Jakob Gansmeier, 1900, NA, 1944, NA, 32, NA, NA
Jakob Klaesi, 1883, Switzerland, 1980, NA, 15, NA, NA
Jakob Messikommer, 1828, Switzerland, 1917, NA, 20, NA, NA
Jakob Norz, 1920, NA, 1944, NA, 32, NA, NA
Jakob Sederholm, 1863, NA, 1934, NA, 2, NA, NA
Jakob von Hartmann, 1795, NA, 1873, NA, 6, NA, NA
Jalal Garyaghdi, 1914, NA, 2001, NA, 27, NA, NA
Jalil Zandi, 1951, NA, 2001, NA, 13, NA, NA
Jamake Highwater, 1942, NA, 2001, NA, 13, NA, NA
James A. Barber, 1841, NA, 1925, NA, 14, NA, NA
James A. Campbell (Medal of Honor), 1844, NA, 1904, NA, 14, NA, NA
James A. Gardner, 1943, NA, 1966, NA, 4, NA, NA
James A. Hill, 1923, NA, 2010, NA, 3, NA, NA
James A. Krumhansl, 1919, NA, 2004, NA, 2, NA, NA
James A. Shelton, 1916, NA, 1942, NA, 10, NA, NA
James A. Walsh (Medal of Honor), 1897, NA, 1960, NA, 14, NA, NA
James Abbott (Indian Army officer), 1807, NA, 1896, NA, 17, NA, NA
James Alexander Connelly Jr, 1894, NA, 1944, NA, 3, NA, NA
James Alexander Lindsay, 1815, NA, 1874, NA, 33, NA, NA
James Alexander Ulio, 1882, NA, 1958, NA, 39, NA, NA
James Alfred Keating, 1897, United States, 1976, NA, 2, NA, NA
James Allen (Medal of Honor), 1843, NA, 1913, NA, 14, NA, NA
James Alpheus Glen, 1890, NA, 1962, NA, 2, NA, NA
James Anderson Slater, 1896, NA, 1925, NA, 2, NA, NA
James Andrew Healy, 1895, United States, 1983, NA, 2, NA, NA
James Armand Meissner, 1896, NA, 1936, NA, 2, NA, NA
James Ashton (Royal Navy officer), 1883, NA, 1951, NA, 27, NA, NA
James Ashworth, 1989, NA, 2012, NA, 14, NA, NA
James Athol Wood, 1765, NA, 1829, NA, 17, NA, NA
James Augustine Shannon, 1904, NA, 1994, Aortic aneurysm, 2, NA, NA
James Augustus Grant, 1827, NA, 1892, NA, 4, NA, NA
James Avery (Medal of Honor), 1825, NA, 1898, NA, 14, NA, NA
James B. Chandler, 1837, NA, 1899, NA, 14, NA, NA
James B. Macelwane, 1883, NA, 1956, NA, 19, NA, NA
James B. McGovern Jr., 1922, NA, 1954, NA, 6, NA, NA
James B. Morehead, 1916, NA, 2012, NA, 4, NA, NA
James B. Thompson, 1843, NA, 1875, NA, 14, NA, NA
James Belgrave, 1896, NA, 1918, NA, 2, NA, NA
James Bell (Medal of Honor), 1845, Ireland, 1901, NA, 14, NA, NA
James Benjamin Lampert, 1914, NA, 1978, NA, 4, NA, NA
James Benjamin Seymour, 1867, NA, 1950, NA, 2, NA, NA
James Benson (Medal of Honor), 1845, NA, 1890, NA, 14, NA, NA
James Bevan Edwards, 1835, NA, 1922, NA, 3, NA, NA
James Black (blacksmith), 1800, NA, 1872, NA, 16, NA, NA
James Blackburn (RAF officer), 1916, NA, 1993, NA, 4, NA, NA
James Bowes-Lyon, 1917, NA, 1977, NA, 4, NA, NA
James Brady (Medal of Honor), 1842, NA, 1904, NA, 14, NA, NA
James Brady (columnist), 1928, NA, 2009, NA, 2, NA, NA
James Brian Tait, 1916, NA, 2007, NA, 3, NA, NA
James Brogan (Medal of Honor), 1834, NA, 1908, NA, 14, NA, NA
James Bruce Jardine, 1870, NA, 1955, NA, 2, NA, NA
James Bruce Scott, 1892, NA, 1974, NA, 3, NA, NA
James Buchanan Eads, 1820, NA, 1887, NA, 36, NA, NA
James Bush (RFC officer), 1891, NA, 1917, NA, 14, NA, NA
James Butler (grocer), 1855, Ireland, 1934, NA, 30, NA, Catholic Church
James C. Bliss, 1933, NA, 2012, NA, 33, NA, NA
James C. Dozier, 1885, NA, 1974, NA, 2, NA, NA
James C. Fry, 1897, NA, 1982, NA, 6, NA, NA
James Cable, 1920, NA, 2001, NA, 2, NA, NA
James Cahill (art historian), 1926, NA, 2014, NA, 24, NA, NA
James Carey (Medal of Honor), 1847, NA, 1913, NA, 14, NA, NA
James Carson Breckinridge, 1877, NA, 1942, NA, 2, NA, NA
James Catanach, 1921, NA, 1944, NA, 2, NA, NA
James Charlemagne Dormer, 1834, NA, 1893, NA, 17, NA, NA
James Coey, 1841, NA, 1918, NA, 14, NA, NA
James Cooke-Collis, 1876, NA, 1941, NA, 2, NA, NA
James Cooney (Medal of Honor), 1860, Ireland, 1903, NA, 14, NA, NA
James Coward (RAF officer), 1915, NA, 2012, NA, 32, NA, NA
James Craig Watson, 1838, NA, 1880, Peritonitis, 13, NA, NA
James Cullen Martin, 1928, United States, 1999, NA, 14, NA, NA
James D. Heriot, 1890, NA, 1918, NA, 14, NA, NA
James D. Prentice, 1899, NA, 1979, NA, 2, NA, NA
James D. Ramage, 1916, NA, 2012, NA, 5, NA, NA
James D. Slaton, 1910, NA, 1961, NA, 2, NA, NA
James Dalton II, 1910, NA, 1945, NA, 6, NA, NA
James Daniel Gardner, 1839, NA, 1905, NA, 14, NA, NA
James Dean, 1931, NA, 1955, Traffic collision, 2, NA, Quakers
James Dennis Payne, 1897, NA, 1987, NA, 14, NA, NA
James Dick-Cunyngham, 1877, NA, 1935, NA, 3, NA, NA
James Donnet, 1816, NA, 1905, NA, 17, NA, NA
James Dougherty (Medal of Honor), 1839, NA, 1897, NA, 14, NA, NA
James Douglas (British Army officer), 1785, NA, 1862, NA, 17, NA, NA
James Drury (soldier), 1835, Ireland, 1919, NA, 14, NA, NA
James Dudley Beane, 1896, United States, 1918, NA, 2, NA, NA
James Dunbar Cook, 1921, NA, 2007, NA, 17, NA, NA
James Dunlavy, 1844, NA, 1923, NA, 14, NA, NA
James Dunne (Medal of Honor), 1840, NA, 1915, NA, 14, NA, NA
James Dunne O'Connell, 1899, NA, 1984, NA, 2, NA, NA
James Durbin, 1923, NA, 2012, NA, 2, NA, NA
James Durrant, 1885, NA, 1963, NA, 3, NA, NA
James E. Briggs, 1906, NA, 1979, NA, 3, NA, NA
James E. Croft, 1833, NA, 1914, NA, 14, NA, NA
James E. Cross, 1840, NA, 1917, NA, 14, NA, NA
James E. Earheart Jr., 1913, NA, 1942, NA, 11, NA, NA
James E. Engle, 1844, NA, 1897, NA, 14, NA, NA
James E. Flynn, 1842, NA, 1913, NA, 14, NA, NA
James E. Gill, 1901, NA, 1980, NA, 4, NA, NA
James E. Hill, 1921, NA, 1999, NA, 5, NA, NA
James E. Kyes, 1906, NA, 1943, NA, 10, NA, NA
James E. Mahoney, 1858, NA, 1926, NA, 25, NA, NA
James E. Rieger, 1874, NA, 1951, NA, 3, NA, NA
James E. Robinson Jr., 1918, NA, 1945, NA, 2, NA, NA
James E. Sterling, 1838, NA, 1900, NA, 14, NA, NA
James E. West (Scouting), 1876, NA, 1948, NA, 4, NA, NA
James Eaton, 1783, NA, 1856, NA, 34, NA, NA
James Edward Wharton, 1894, NA, 1944, NA, 3, NA, NA
James Edwin Hawley, 1897, NA, 1965, NA, 3, NA, NA
James Enstone, 1895, NA, 1963, NA, 2, NA, NA
James Erskine (Royal Navy officer), 1838, NA, 1911, NA, 17, NA, NA
James Eyre (British Army officer), 1930, NA, 2003, NA, 2, NA, NA
James F. Adams, 1844, NA, 1922, NA, 14, NA, NA
James F. Calvert, 1920, NA, 2009, NA, 2, NA, NA
James F. Fairman, 1896, NA, 1967, NA, 17, NA, NA
James F. Hackler, 1920, NA, 2007, NA, 6, NA, NA
James F. Merton, 1845, NA, 1900, NA, 14, NA, NA
James F. O'Conner, 1861, NA, 1940, NA, 14, NA, NA
James F. Sullivan, 1857, NA, 0017, NA, 14, NA, NA
James Fechet, 1877, NA, 1948, NA, 39, NA, NA
James Fegan, 1827, NA, 1886, NA, 14, NA, NA
James Ferguson (general), 1913, NA, 2000, NA, 5, NA, NA
James Fergusson (British Army officer), 1787, NA, 1865, NA, 17, NA, NA
James Fergusson (Royal Navy officer), 1871, NA, 1942, NA, 2, NA, NA
James Fitz-Morris, 1897, NA, 1918, NA, 14, NA, NA
James Flannigan, 1833, NA, 1905, NA, 14, NA, NA
James Flint (RAF officer), 1913, NA, 2013, NA, 4, NA, NA
James Forney, 1844, NA, 1921, NA, 25, NA, NA
James Francis Collins, 1905, NA, 1989, NA, 3, NA, NA
James Francis Cooke, 1875, NA, 1960, NA, 16, NA, NA
James Franklin Hyde, 1903, NA, 1999, NA, 2, NA, NA
James Freeth, 1786, NA, 1867, NA, 2, NA, NA
James Fuller-Good, 1903, NA, 1983, NA, 4, NA, NA
James G. Clark (Medal of Honor), 1843, NA, 1911, NA, 14, NA, NA
James G. Grindlay, 1840, NA, 1907, NA, 14, NA, NA
James G. Kalergis, 1917, NA, 1991, NA, 2, NA, NA
James G. Rowe Jr., 1889, NA, 1931, NA, 55, NA, NA
James Gammell, 1892, NA, 1975, NA, 3, NA, NA
James Garesche Ord, 1886, NA, 1960, NA, 4, NA, NA
James George Weir, 1887, NA, 1973, NA, 2, NA, NA
James Gilbert Baker, 1914, NA, 2005, NA, 3, NA, NA
James Glover (British Army officer), 1929, NA, 2000, NA, 17, NA, NA
James Goodrich (Royal Navy officer), 1851, NA, 1925, NA, 21, NA, NA
James Gordon Legge, 1863, NA, 1947, NA, 2, NA, NA
James Graham (British Army soldier), 1791, NA, 1845, NA, 23, NA, NA
James Graham Goodenough, 1830, NA, 1875, NA, 2, NA, NA
James Gray (zoologist), 1891, NA, 1975, NA, 6, NA, NA
James Green (aviator), 1897, NA, 1917, NA, 23, NA, NA
James Grimsley Jr., 1921, NA, 2013, NA, 4, NA, NA
James H. Baxter, 1906, NA, 1995, NA, 40, NA, NA
James H. Beal (philatelist), 1922, NA, 1987, NA, 2, NA, NA
James H. Bronson, 1838, NA, 1884, NA, 14, NA, NA
James H. Burbank, 1838, NA, 1911, NA, 14, NA, NA
James H. Diamond, 1925, NA, 1945, NA, 14, NA, NA
James H. Doyle, 1897, NA, 1982, NA, 15, NA, NA
James H. Fields, 1920, NA, 1970, NA, 5, NA, NA
James H. Flatley, 1906, NA, 1958, NA, 5, NA, NA
James H. Gribben, 1839, NA, 1878, NA, 14, NA, NA
James H. Harris, 1828, NA, 1898, NA, 14, NA, NA
James H. Howard, 1913, China, 1995, NA, 14, NA, NA
James H. Lee, 1840, NA, 1877, NA, 14, NA, NA
James H. Luther, 1841, NA, 1916, NA, 14, NA, NA
James H. McClintock, 1864, NA, 1934, NA, 39, NA, NA
James H. Monroe, 1944, NA, 1967, NA, 14, NA, NA
James H. Morgan, 1840, NA, 1877, NA, 14, NA, NA
James H. Polk, 1911, NA, 1992, NA, 3, NA, NA
James H. Pomerene, 1920, NA, 2008, NA, 22, NA, NA
James H. Robinson (soldier), NA, NA, 1864, NA, 14, NA, NA
James H. Turpin, 1846, United States, 1893, NA, 14, NA, NA
James Hamilton Traill, 1896, Australia, 1967, NA, 43, NA, NA
James Harold Stewart, 1898, Australia, 1956, NA, 14, NA, NA
James Harper McDonald, 1900, NA, 1973, NA, 14, NA, NA
James Harrison (British Army officer), 1880, NA, 1957, NA, 2, NA, NA
James Harry Lacey, 1917, NA, 1989, NA, 2, NA, NA
James Hart Mitchell, 1899, NA, 1921, NA, 3, NA, NA
James Hector, 1834, NA, 1907, NA, 2, NA, NA
James Hendry (GC), 1911, NA, 1941, NA, 12, NA, NA
James Henry (soldier), 1833, NA, 1911, NA, 14, NA, NA
James Henry Forman, 1896, NA, 1972, NA, 43, NA, NA
James Henry Mills, 1923, NA, 1973, NA, 14, NA, NA
James Hill (British Army officer), 1911, NA, 2006, NA, 5, NA, NA
James Hill (British director), 1919, NA, 1994, NA, 3, NA, NA
James Hillyar, 1769, NA, 1843, NA, 2, NA, NA
James Hoey Craigie, 1870, NA, 1930, NA, 17, NA, NA
James Hugh O'Neill, 0014, NA, 0017, NA, 2, NA, NA
James I. Christiancy, 1844, NA, 1899, NA, 14, NA, NA
James Ira Thomas Jones, 1896, NA, 1960, NA, 4, NA, NA
James J. Nash, 1875, NA, 1927, NA, 14, NA, NA
James J. Stoker, 1905, NA, 1992, NA, 16, NA, NA
James Jackson (Medal of Honor), 1833, United States, 1916, NA, 14, NA, NA
James Jardine (Medal of Honor), 1837, NA, 1922, NA, 14, NA, NA
James K. L. Duncan, 1845, NA, 1913, NA, 14, NA, NA
James K. Okubo, 1920, NA, 1967, NA, 2, NA, NA
James K. Parsons, 1877, NA, 1960, NA, 3, NA, NA
James K. Woolnough, 1910, NA, 1996, NA, 5, NA, NA
James Kennon, 1925, NA, 1991, NA, 2, NA, NA
James Kilvington Cochrane, 1873, NA, 1948, NA, 33, NA, NA
James Knowles (aviator), 1896, NA, 1971, NA, 3, NA, NA
James L. Baldwin, 1921, NA, 1979, NA, 5, NA, NA
James L. Harris, 1916, NA, 1944, NA, 14, NA, NA
James L. Holloway Jr., 1898, NA, 1984, NA, 2, NA, NA
James L. Hull, 1873, NA, 1928, NA, 14, NA, NA
James L. Kauffman, 1887, NA, 1963, NA, 10, NA, NA
James L. Stone, 1922, NA, 2012, NA, 4, NA, NA
James Latta (aviator), 1897, NA, 1974, NA, 14, NA, NA
James Laughlin, 1914, NA, 1997, Stroke, 18, NA, NA
James Lawton Collins, 1882, NA, 1963, NA, 2, NA, NA
James Leroy Bondsteel, 1947, NA, 1987, NA, 4, NA, NA
James Lind (Royal Navy officer), 1765, NA, 1823, NA, 2, NA, NA
James Lloyd Findlay, 1895, New Zealand, 1983, NA, 5, NA, NA
James Lore Murray, 1919, NA, 2004, NA, 37, NA, NA
James Lorne Gray, 1913, NA, 1987, NA, 15, NA, NA
James M. Burns (Medal of Honor), 1845, NA, 1910, NA, 14, NA, NA
James M. Burt, 1917, NA, 2006, NA, 14, NA, NA
James M. Cumpston, 1837, NA, 1888, NA, 14, NA, NA
James M. Cutts, 1838, NA, 1903, NA, 14, NA, NA
James M. Drake, 1837, NA, 1913, NA, 14, NA, NA
James M. Logan, 1920, NA, 1999, NA, 4, NA, NA
James M. Masters Sr., 1911, NA, 1988, NA, 4, NA, NA
James M. Seitzinger, 1846, NA, 1924, NA, 14, NA, NA
James M. Sellers, 1895, NA, 1990, NA, 5, NA, NA
James M. Spangler, 1848, NA, 1915, NA, 31, NA, NA
James M. Trout, 1850, NA, 1910, NA, 14, NA, NA
James M. Young, 1843, NA, 1913, NA, 14, NA, NA
Robbie Branscum, 1934, NA, 1997, NA, 11, NA, NA
Robert-Georg Freiherr von Malapert, 1912, NA, 1942, NA, 32, NA, NA
Robert-Richard Zapp, 1904, NA, 1964, NA, 32, NA, NA
Robert A. Belet, 1914, NA, 1942, NA, 11, NA, NA
Robert A. Birkbeck, 1898, NA, 1938, NA, 43, NA, NA
Robert A. Lower, 1844, NA, 1918, NA, 14, NA, NA
Robert A. McClure, 1897, NA, 1957, NA, 3, NA, NA
Robert A. Siegel, 1913, NA, 1993, NA, 2, NA, NA
Robert Absalom Thom, 1873, NA, 1955, NA, 27, NA, NA
Robert Adler, 1913, Austria, 2007, NA, 17, NA, NA
Robert Alber, 1906, Germany, 1988, NA, 32, NA, NA
Robert Anderson (Medal of Honor), 1843, NA, 1900, NA, 14, NA, NA
Robert Appleby Bartram (British Army officer), 1894, NA, 1981, NA, 2, NA, NA
Robert Arkwright, 1903, NA, 1971, NA, 2, NA, NA
Robert Armitage (GC), 1905, NA, 1982, NA, 2, NA, NA
Robert Ashton (historian), 1924, NA, 2013, NA, 24, NA, Church of England
Robert Auld (British Army officer), 1848, NA, 1911, NA, 17, NA, NA
Robert B. Brandeberry, 1914, NA, 1989, NA, 40, NA, NA
Robert B. McClure, 1896, NA, 1973, NA, 2, NA, NA
Robert B. Nett, 1922, NA, 2008, NA, 4, NA, NA
Robert B. Rheault, 1925, NA, 2013, NA, 11, NA, NA
Robert B. Williams, 1901, NA, 1977, NA, 43, NA, NA
Robert B. Wood, 1836, NA, 1878, NA, 14, NA, NA
Robert Bandeen, 1930, NA, 2010, NA, 15, NA, NA
Robert Barbour (RAF officer), 1895, NA, 1980, NA, 2, NA, NA
Robert Barlow (Royal Navy officer), 1757, NA, 1843, NA, 17, NA, NA
Robert Bartels, 1911, NA, 1943, NA, 3, NA, NA
Robert Bartlett (explorer), 1875, NA, 1946, NA, 3, NA, NA
Robert Barton (British Army officer), 1770, NA, 1853, NA, 15, NA, NA
Robert Bateson (RAF officer), 1912, NA, 1986, NA, 5, NA, NA
Robert Bauer (soldier), 1907, Germany, 1996, NA, 32, NA, NA
Robert Beamish, 1916, NA, 2001, NA, 2, NA, NA
Robert Beauchamp, 1923, NA, 1995, NA, 21, NA, NA
Robert Bell (Irish geologist), 1864, NA, 1934, NA, 31, NA, NA
Robert Bell (geologist), 1841, NA, 1917, NA, 25, NA, NA
Robert Berger (officer), 1914, Germany, 1982, NA, 32, NA, NA
Robert Berner, 1935, NA, 2015, NA, 2, NA, NA
Robert Biddulph (British Army officer), 1835, NA, 1918, NA, 2, NA, NA
Robert Binder, 1989, NA, 2010, NA, 25, NA, NA
Robert Blucke, 1897, NA, 1988, NA, 4, NA, NA
Robert Blume, 1868, NA, 1937, NA, 14, NA, NA
Robert Boody, 1836, NA, 1913, NA, 14, NA, NA
Robert Borgatta, 1921, NA, 2009, NA, 2, NA, NA
Robert Boyd (British Army officer), 1710, NA, 1794, NA, 17, NA, NA
Robert Boyd Brazier, 1916, NA, 1942, NA, 42, NA, NA
Robert Bray (British Army officer), 1908, NA, 1983, NA, 3, NA, NA
Robert Brian James, NA, NA, 1944, NA, 27, NA, NA
Robert Broom, 1866, NA, 1951, NA, 3, NA, NA
Robert Brout, 1928, NA, 2011, NA, 2, NA, NA
Robert Bruce McCoy, 1867, NA, 1926, NA, 2, NA, NA
Robert Buffum, 1828, NA, 1871, NA, 14, NA, NA
Robert Bunsen, 1811, NA, 1899, NA, 3, NA, NA
Robert Burnett, 1887, NA, 1959, NA, 4, NA, NA
Robert C. MacKenzie, 1948, NA, 1995, NA, 7, NA, NA
Robert C. Macon, 1890, NA, 1980, NA, 4, NA, NA
Robert C. Murray, 1946, NA, 1970, NA, 2, NA, NA
Robert C. Richardson Jr., 1882, NA, 1954, NA, 4, NA, NA
Robert Cassels, 1876, NA, 1959, NA, 3, NA, NA
Robert Clark-Hall, 1883, NA, 1964, NA, 5, NA, NA
Robert Clark Jones, 1916, NA, 2004, NA, 4, NA, NA
Robert Colli, 1898, Austria, 1980, NA, 32, NA, NA
Robert Collins (British Army officer), 1880, NA, 1950, NA, 2, NA, NA
Robert Coote (Royal Navy officer), 1820, Switzerland, 1898, NA, 17, NA, NA
Robert Cottrell-Hill, 1903, NA, 1965, NA, 5, NA, NA
Robert Courtney Davis, 1876, NA, 1944, NA, 2, NA, NA
Robert Craig (Medal of Honor), 1919, NA, 1943, NA, 14, NA, NA
Robert Cyril Layton Perkins, 1866, NA, 1955, NA, 2, NA, NA
Robert D. Booker, 1920, United States, 1943, NA, 14, NA, NA
Robert D. Collins, 1928, NA, 2013, NA, 47, NA, NA
Robert D. Knapp, 1897, NA, 1994, NA, 3, NA, NA
Robert D. Law, 1944, NA, 1969, NA, 3, NA, NA
Robert D. Richtmyer, 1910, NA, 2003, NA, 21, NA, NA
Robert Dana, 1929, United States, 2010, NA, 35, NA, NA
Robert Daniel Murphy, 1894, NA, 1978, NA, 8, 1.9304, Catholic Church
Robert Davenport (Royal Navy officer), 1882, NA, 1965, NA, 17, NA, NA
Robert Davies (GC), 1900, NA, 1975, NA, 12, NA, NA
Robert Defries, 1889, NA, 1975, NA, 15, NA, NA
Robert Dexter Conrad, 1905, NA, 1949, NA, 2, NA, NA
Robert Dodds, 1893, NA, 1980, NA, 14, NA, NA
Robert E. Clary, 1805, NA, 1890, NA, 17, NA, NA
Robert E. Collin, 1928, NA, 2010, NA, 4, NA, NA
Robert E. Gerstung, 1915, NA, 1979, NA, 14, NA, NA
Robert E. Hogaboom, 1902, NA, 1993, NA, 15, NA, NA
Robert E. Huyser, 1924, NA, 1997, NA, 5, NA, NA
Robert E. Laws, 1921, NA, 1990, NA, 14, NA, NA
Robert Earl Bonney, 1882, NA, 1967, NA, 14, NA, NA
Robert Edson Dornin, 1912, NA, 1982, NA, 2, NA, NA
Robert Edward Cox, 1876, NA, 1937, NA, 14, NA, NA
Robert Eichert, 1914, NA, 1944, NA, 32, NA, NA
Robert Emmet Callan, 1864, NA, 1936, NA, 39, NA, NA
Robert Eyssen, 1892, NA, 1960, NA, 32, NA, NA
Robert F. Coleman, 1954, NA, 2014, NA, 2, NA, NA
Robert F. Dodd, 1844, NA, 1903, NA, 14, NA, NA
Robert F. Worley, 1919, NA, 1968, NA, 7, NA, NA
Robert Falcon Scott, 1868, NA, 1912, NA, 3, NA, NA
Robert Fanshawe (British Army officer), 1863, NA, 1946, NA, 3, NA, NA
Robert Fletcher Shaw, 1910, NA, 2001, NA, 15, NA, NA
Robert Foster (RAF officer), 1898, NA, 1973, NA, 5, NA, NA
Robert Frank (SS officer), 1910, NA, 1944, NA, 2, NA, NA
Robert Freer, 1923, NA, 2012, NA, 3, NA, NA
Robert Fuchs (general), 1895, Germany, 1977, NA, 32, NA, NA
Robert G. Bradley, 1921, NA, 1944, NA, 2, NA, NA
Robert G. Carter, 1845, United States, 1936, NA, 14, NA, NA
Robert G. Emmens, 1914, NA, 1992, NA, 2, NA, NA
Robert Galbraith (Medal of Honor), 1878, NA, 1949, NA, 14, NA, NA
Robert Garrett (British Army officer), 1794, NA, 1869, NA, 2, NA, NA
Robert Glunicke, 1886, NA, 1963, NA, 17, NA, NA
Robert Gordon-Finlayson, 1881, NA, 1956, NA, 3, NA, NA
Robert Gordon (RAF officer), 1882, Myanmar, 1954, NA, 3, NA, NA
Robert Grant Haliburton, 1831, NA, 1901, NA, 2, NA, Protestantism
Robert Granville Stone, 1907, NA, 2002, NA, 3, NA, NA
Robert Grimes Coman, 1887, NA, 1963, NA, 15, NA, NA
Robert Grosvenor (aviator), 1895, NA, 1953, NA, 14, NA, NA
Robert Gysae, 1911, Germany, 1989, NA, 4, NA, NA
Robert H. Burris, 1914, NA, 2010, NA, 3, NA, NA
Robert H. Dietz, 1921, NA, 1945, NA, 14, NA, NA
Robert H. Goddard, 1882, NA, 1945, NA, 23, NA, NA
Robert H. Scanlan, 1914, NA, 2001, NA, 4, NA, NA
Robert H. Smith (naval officer), 1898, NA, 1943, NA, 2, NA, NA
Robert H. Stanley, 1881, NA, 1942, NA, 14, NA, NA
Robert H. Von Schlick, 1875, NA, 1941, NA, 14, NA, NA
Robert H. Warren, 1917, NA, 2010, NA, 4, NA, NA
Robert H. Young, 1929, United States, 1950, NA, 2, NA, NA
Robert Haining, 1882, NA, 1959, NA, 2, NA, NA
Robert Hall (Royal Navy officer), 1817, NA, 1882, NA, 17, NA, NA
Robert Hamilton (British Army soldier), 1896, NA, 1918, NA, 2, NA, NA
Robert Harold Davidson, 1919, NA, 1982, NA, 3, NA, NA
Robert Harold Nimmo, 1893, Australia, 1966, NA, 2, NA, NA
Robert Harris (Royal Navy officer), 1843, NA, 1926, NA, 2, NA, NA
Robert Heibert, 1886, NA, 1933, NA, 2, NA, NA
Robert Henry Cain, 1909, China, 1974, NA, 14, NA, NA
Robert Henry English, 1888, NA, 1943, NA, 2, NA, NA
Robert Herring (RAF officer), 1896, NA, 1973, NA, 14, NA, NA
Robert Heuer, 1916, Germany, 1951, NA, 32, NA, NA
Robert Holme, 1896, NA, 1922, NA, 14, NA, NA
Robert Hornby, 1866, NA, 1956, NA, 33, NA, NA
Robert Horton Cameron, 1908, NA, 1989, NA, 15, NA, NA
Robert J. Coffey, 1842, NA, 1901, NA, 14, NA, NA
Robert J. Dixon, 1920, NA, 2003, NA, 7, NA, NA
Robert J. Gardner, 1837, NA, 1902, NA, 14, NA, NA
Robert J. O. Compston, 1898, NA, 1962, NA, 2, NA, NA
Robert J. Pruden, 1949, NA, 1969, NA, 2, NA, NA
Robert J. Wood, 1905, NA, 1986, NA, 3, NA, NA
Robert J. Yered, NA, NA, 2009, NA, 3, NA, NA
Robert James Miller, 1983, NA, 2008, NA, 3, NA, NA
Robert Jephson Jones, 1905, NA, 1985, NA, 12, NA, NA
Robert John Hibbs, 1943, NA, 1966, NA, 2, NA, NA
Robert John Hussey Vivian, 1802, NA, 1887, NA, 17, NA, NA
Robert Juniper, 1929, Australia, 2012, NA, 14, NA, NA
Robert K. Crane, 1919, United States, 2010, NA, 2, NA, NA
Robert K. Evans, 1852, NA, 1926, NA, 2, NA, NA
Robert K. Merton, 1910, United States, 2003, NA, 2, NA, NA
Robert Kaestner, 1913, Germany, 1990, NA, 32, NA, NA
Robert Kekewich, 1854, NA, 1914, NA, 17, NA, NA
Robert Kelly (naval officer), 1913, NA, 1989, NA, 5, NA, NA
Robert Kenneth Whitney, 1898, NA, 1983, NA, 43, NA, NA
Robert Killick-Kendrick, 1929, NA, 2011, NA, 46, NA, NA
Robert Kirby Kirkman, 1891, NA, 1938, NA, 14, NA, NA
Robert Klein (Medal of Honor), 1848, Germany, 1931, NA, 14, NA, NA
Robert L. Blackwell, 1895, NA, 1918, NA, 3, NA, NA
Robert L. Chidlaw-Roberts, 1896, NA, 1989, NA, 2, NA, NA
Robert L. Denig, 1884, NA, 1979, NA, 4, NA, NA
Robert L. Howard, 1939, NA, 2009, NA, 34, NA, NA
Robert L. J. Long, 1920, NA, 2002, NA, 3, NA, NA
Robert L. Stephens, 1921, NA, 1984, NA, 3, NA, NA
Robert Laurenson Dashiell Davidson, 1909, NA, 1998, NA, 2, NA, NA
Robert Lavonius, 1879, NA, 1967, NA, 4, NA, NA
Robert Leahy Fair, 1923, NA, 1983, NA, 2, NA, NA
Robert Ledley, 1926, NA, 2012, NA, 2, NA, NA
Robert Lee Gilbertson, 1925, NA, 2011, NA, 30, NA, NA
